firstname,lastname,gender
Caleb,Osei,1
Joséphine,Amouzou,0
Hassan,Amekudzi,1
Ellie,Avoseh,0
Chloe,Diawara,0
Ivan,Johansson,1
Roseline,Tanaka,0
Médar,Khan,1
Segun,Gonzalez,1
Steven,Lefebvre,1
Harper,Atsu,0
Anani,Lopez,1
Fiifi,Hounnou,1
Dzidzor,Ofori-Atta,0
Kossi,Simon,1
Martine,Kowalski,0
Ursula,Traoré,0
Hailey,Diallo,0
Youssef,Awuku,1
Afi,Anani,0
Justine,Adomako,0
Mensah,Lefebvre,1
Valerie,Gupta,0
Hannah,Owusu,0
Samira,Sagna,0
Queen,Ayigbe,0
LARE,Morquette,1
Isabelle,Amegantse,0
Ava,Agyeman,0
Antoine,Morquette,1
Katia,Miller,0
Maïwenn,Diallo,0
Grace,Ferreira,0
Etienne,Watanabe,1
Charlène,Müller,0
Louna,Zoungrana,0
Isabelle,Ackah,0
Camila,Aidoo,0
Komi,Gupta,1
Yao,Gbedemah,1
Azhar,Batali,1
Cecile,Sokpor,0
Ella,Taylor,0
Cecilia,Akakpo-Doe,0
Sébastien,Owusu,1
Ayouba,Kouassi,1
Serena,Garcia,0
Caroline,Agbodeka,0
Jean-Pierre,Russo,1
Layla,Ferrari,0
IDRISSOU,Hansen,1
Dela,Amekudzi,1
Edem,Foli,1
Fiosron,Akakpo-Doe,0
Tunde,Mensah,1
Catherine,Djondo,0
Dominique,Amevor,1
Yōsuke,Akakpo,1
Clara,Soglo,0
Genesis,Tetteh,0
Ayouba,Soglo,1
Margaux,Lopez,0
Tania,Diabre,0
Océana,Quist,0
Robert,Lefebvre,1
Tristan,Baah,1
Klaus,Sarr,1
Aria,Takahashi,0
Thomas,Esposito,1
Mia,Tanaka,0
Olivier,Li,1
Patrick,Zouma,1
Élise,Attipoe,0
Didier,Taylor,1
Catherine,Ayite,0
Erik,Sylla,1
Hassan,Moreau,1
Harper,Patel,0
Ilétou,Schneider,0
Odette,Koffi,0
Tunde,Zhang,1
Rémy,Ahove,1
Cédric,Smith,1
Koku,Gbikpi,1
Maïwenn,Akoto,0
Marion,Fischer,0
Chen,Silva,1
Brian,Gbikpi,1
Luna,Diabre,0
Yaa,Obodai,0
Agbeko,Pereira,1
Luís,Nyavor,1
Adeyemi,Garcia,1
Layla,Aidoo,0
Jean-Pierre,Rossi,1
Ellie,Ackah,0
Nana,Patel,0
Gilles,Esposito,1
Fiona,Gonzalez,0
Akossiwa,Chen,0
Komi,Ackah,1
Dominique,Fischer,1
Maëlys,Dossou,0
Hans,Miller,1
Nicolette,Kouadio,0
Gérard,Rodriguez,1
Paolo,Ayigbe,1
Madison,Moreau,0
Nicolas,Smith,1
Philippe,Aidoo,1
Lucy,Kouassi,0
Chloe,Ayite,0
Olivier,Atsu,1
Axelle,Obodai,0
Margot,Agbobli,0
Amenyo,Bakari,0
Akosua,Miller,0
Azhar,Chen,1
Kouadio,Ofosu,1
Ximena,Abliza,0
Arnaud,Amevor,1
Ophelie,Garcia,0
Kafui,Batali,0
Thomas,Azamati,1
Violette,Sylla,0
Ariana,Ofori,0
Amit,Amouzou,1
Genevieve,Takyi,0
Stefan,Ferrari,1
Alice,Foli,0
Ludovic,Schneider,1
Sabrina,Djondo,0
Delphine,Pereira,0
Anthony,Mensah,1
Segun,Owusu,1
Kossiwa,Dossou,0
Bella,Miller,0
Ella,Toure,0
Diego,Soglo,1
Mawuli,Ahove,1
Hortense,Novak,0
Jin,Schneider,1
Hilaire,Watanabe,1
Clémence,Hansen,0
Kokou,Obodai,1
Koku,Dzokoto,1
Samira,Ofosu,0
Etienne,Rossi,1
Cédric,Dossou,1
Sébastien,Liu,1
Odile,Diabre,0
Ravi,Ocloo,1
Giselle,Hounnou,0
Komla,Gbikpi,1
Lars,Martinez,1
Patrick,Ferrari,1
Kofi,Danquah,1
Wanda,Lefebvre,0
Ekoue,Zoungrana,1
Andrew,Andersen,1
Véronique,Sarr,0
Samuel,Müller,1
Nana,Pereira,0
Klaus,Owusu,1
Serge,Darko,1
Audrey,Kowalski,0
Atsuko,Davis,0
François,Bangoura,1
James,Müller,1
Damien,Lawson,1
Natalie,Johnson,0
Abena,Müller,0
Yvette,Ivanov,0
John,Zongo,1
Patience,Toure,0
Médar,Diabre,1
Valerie,Taylor,0
Mila,Ocloo,0
Raymond,Dogbe,1
Francisco,Anani,1
Isabelle,Azamati,0
Omar,Danquah,1
Jocelyn,Nyavor,1
Isabelle,Ofori-Atta,0
Afia,Taylor,0
Zinsou,Azamati,1
Akua,Amekudzi,0
Yves,Aidoo,1
Sophie,Zoungrana,0
Viviane,Zoungrana,0
Mahmoud,Traoré,1
Rebecca,Takahashi,0
Johan,Gbedemah,1
Antoine,Martinez,1
Andrew,Azamati,1
Laurent,Fischer,1
Amandine,Schmidt,0
Hussein,Patel,1
Ulysse,Diabre,1
Cheikh,Osei,1
Yao,Zouma,1
Therese,Ahove,0
Ximena,Mensah,0
Paolo,Schneider,1
Lucy,Soglo,0
Michael,Kouassi,1
Victoria,Zhang,0
Sophie,Diawara,0
Maëlys,Bangoura,0
Tatiana,Koffi,0
Zoé,Awuku,0
Lilou,Martinez,0
Valerie,Watanabe,0
Bèni,Agbozo,1
Joseph,Schneider,1
Cédric,Johnson,1
Steven,Opoku,1
Zoé,Foli,0
Henri,Kouadio,1
Margot,Nkrumah,0
Yawa,Koffi,1
Vijay,Li,1
Thierry,Durand,1
Joséphine,Petrov,0
Luna,Moreau,0
Katherine,Taylor,0
ruth,Agbodeka,0
Atsuko,Miller,0
Cécilia,Kouassi,0
IDRISSOU,Owusu,1
Hannah,Williams,0
Adrien,Silva,1
Danielle,Kouyaté,0
Odette,Zouma,0
Stefan,Ackah,1
Tina,Amegashie,0
Ivan,Zongo,1
Remi,Liu,1
Marcel,Johnson,1
Chloe,Clark,0
Vijay,Moussa,1
Médar,Anani,1
Michael,Amouzou,1
Elise,Gbedemah,0
Sebastian,Silva,1
Omar,Hounnou,1
Justine,Ofori,0
François,Nyaku,1
Sven,Bangoura,1
Kokou,Pereira,1
Régis,Toure,1
Oluwaseun,Kouadio,1
Pascale,Abliza,0
Bella,Williams,0
Folly,Ocloo,1
Kwadwo,Garcia,1
Marcel,Li,1
Hassan,Ofosu,1
Christopher,Morquette,1
Élise,Johnson,0
Océana,Diawara,0
Anthony,Azamati,1
Simone,Avoseh,0
Kenneth,Takahashi,1
Ayouba,Chen,1
Jean,Agbodeka,1
Komivi,Gonzalez,1
Rémy,Anani,1
Victor,Liu,1
Akua,Ferrari,0
Eliana,Davis,0
Maïwenn,Opoku,0
Diane,Johnson,0
Bèni,Morquette,1
Didi,Wang,1
Awura,Nkrumah,0
Lily,Fischer,0
Komi,Davis,1
Léa,Osei,0
Médar,Ackah,1
Hailey,Agbodeka,0
Franck,Agyeman,1
Charles,Lopez,1
Fiifi,Sharma,1
Éléonore,Ofori,0
Vera,Rossi,0
Lise,Kouyaté,0
Mamadou,Miller,1
Aurelie,Liu,0
LARE,Simon,1
Serena,Clark,0
Madeline,Koulibaly,0
Fiifi,Tanaka,1
Zara,Ocloo,0
Mila,Koffi,0
Afia,Tetteh,0
Hilaire,Bangoura,1
Kokouga,Ivanov,1
Delphine,Takahashi,0
Kwadwo,Miller,1
Abdoulaye,Brown,1
Yaa,Kowalski,0
Kafui,Agbobli,0
Komla,Ivanov,1
Kafui,Sarr,0
Odette,Morquette,0
Thomas,Novak,1
Valerie,Nyaku,0
Yaa,Gbikpi,0
Fatoumata,Smith,0
Koku,Durand,1
Ella,Ferreira,0
Anani,Sokpor,1
Kwaku,Sokpor,1
Patrick,Ivanov,1
Brigitte,Li,0
Thomas,Tchamye,1
Isidore,Gupta,1
Noémie,Pereira,0
Xaviera,Adzaho,0
Sébastien,Johansson,1
Anaïs,Amegantse,0
Didier,Osei,1
Quintina,Sato,0
Fiifi,Alassani,1
Robert,Nyaku,1
Charlène,Lopez,0
Éric,Koffi,1
Marcel,Ansah,1
Élise,Hounnou,0
Amit,Amekudzi,1
Stéphane,Bangoura,1
Innocent,Simon,1
Dominique,Aidoo,1
Komivi,Danquah,1
Jeanne,Zoungrana,0
Akowé,Bangoura,1
Beatrice,Fischer,0
Paisley,Traoré,0
Ditoma,Suzuki,1
Rahul,Avoseh,1
Paisley,Nyavor,0
Olivier,Gonzalez,1
Sophia,Simon,0
Marine,Ahove,0
Louna,Akoto,0
Sebastian,Diawara,1
Rémy,Darko,1
Louis,Jones,1
Méyébinesso,Müller,1
Océane,Hansen,0
Clara,Agbozo,0
Louis,Akakpo,1
Maïwenn,Tanaka,0
David,Simon,1
Paisley,Owusu,0
Ibrahim,Agbodeka,1
Kwame,Adzaho,1
Didi,Ackah,1
Marion,Durand,0
Isabelle,Boateng,0
Cecilia,Ackah,0
Mawuli,Durand,1
Joseph,Clark,1
Segun,Tetteh,1
Abigail,Kouyaté,0
Ama,Ayigbe,0
Kafui,Davis,0
Talitha,Adzaho,0
Andrew,Tchamye,1
Lydia,Opoku,0
Charles,Ocloo,1
Daniel,Aidoo,1
Tiphaine,Sato,0
Omar,Agyeman,1
Gifty,Attipoe,0
Jean,Zongo,1
Marguerite,Batali,0
Pascale,Morquette,0
Luis,Gnama,1
Luc,Brown,1
Océana,Wilson,0
Yōsuke,Ackah,1
Efia,Zouma,0
Jean-Pierre,Liu,1
Dzidzor,Patel,0
Océana,Amekudzi,0
Tatiana,Nyavor,0
Richard,Khan,1
Ade,Durand,1
Gérard,Obodai,1
Catherine,Watanabe,0
Adjoua,Tetteh,1
Jin,Kouadio,1
Quintina,Rossi,0
Joshua,Dzokoto,1
Delphine,Moreau,0
Rebecca,Bangoura,0
Isabelle,Amegashie,0
Lilou,Pereira,0
Amouzou,Jones,1
Lars,Rodriguez,1
Ariana,Gonzalez,0
Serge,Chen,1
Agbeko,Clark,1
Liliane,Moussa,0
Hazel,Sharma,0
Victoria,Bangoura,0
Margot,Danquah,0
José,Sokpor,1
Atsuko,Osei,0
Nathanael,Miller,1
Remi,Smith,1
Yolande,Nyavor,0
François,Boateng,1
Mélanie,Boateng,0
Harper,Tchamye,0
Roxane,Brown,0
Yasmine,Khan,0
Karine,Attipoe,0
Johan,Akakpo,1
Kevin,Boateng,1
Jürgen,Zoungrana,1
Dzidzor,Moussa,0
Kodjo,Silva,1
Hussein,Gbikpi,1
Aurelie,Singh,0
Isidore,Wang,1
Vincent,Diallo,1
Ursula,Amevor,0
Lise,Andersen,0
Steven,Koulibaly,1
Helene,Rossi,0
Kafui,Amevor,0
Quentin,Brown,1
Sébastien,Li,1
Odile,Zouma,0
Amandine,Kowalski,0
Margaux,Amouzou,0
Yolande,Smith,0
Léa,Agbodeka,0
Kouadio,Dzokoto,1
Julia,Gonzalez,0
Jorge,Owusu,1
Pascal,Diabre,1
Kevin,Wang,1
Sven,Djondo,1
Clémence,Osei,0
Katia,Diawara,0
Thibault,Koffi,1
Ama,Darko,0
Etienne,Nayo,1
Paisley,Boateng,0
Lucy,Zoungrana,0
Arnaud,Diabre,1
Rosalie,Kowalski,0
Léa,Ofosu,0
Beatrice,Kouassi,0
Élise,Andersen,0
Mazamesso,Garcia,1
Pascal,Obodai,1
Emily,Zoungrana,0
Viviane,Durand,0
Omar,Sylla,1
Nana,Schneider,0
Cédric,Sylla,1
Téléky,Nyaku,1
Pierrette,Weber,0
Tania,Dogbe,0
Éric,Rodriguez,1
Nicolette,Durand,0
Efua,Dogbe,0
Benoit,Togbe,1
Mélanie,Watanabe,0
Denis,Amekudzi,1
Johan,Johnson,1
Roxane,Mensah,0
Andrew,Hounnou,1
Afia,Jones,0
Rémy,Silva,1
Addison,Gbedemah,0
Joséphine,Kouyaté,0
Raymond,Anani,1
Jocelyn,Andersen,1
Blandine,Osei,0
Nora,Akakpo-Doe,0
Mazamesso,Agbobli,1
Patrick,Miller,1
Togbe,Zongo,1
Baptiste,Morquette,1
Afi,Tchamye,0
John,Garcia,1
Maxime,Soglo,1
Fleur,Andersen,0
Peter,Aidoo,1
Jacqueline,Williams,0
Kodjo,Darko,1
Valerie,Diabre,0
Blandine,Asamoah,0
Juan,Koffi,1
Bernard,Akakpo-Doe,1
Efia,Ivanov,0
Philippe,Moussa,1
Remi,Johnson,1
Hilaire,Dossou,1
Layla,Takyi,0
Sylvain,Gupta,1
Raymond,Li,1
Jean,Miller,1
Noémie,Ofori-Atta,0
Valerie,Gbikpi,0
Yao,Dossou,1
Cédric,Gnama,1
Antoine,Agbozo,1
Camille,Bakari,0
LARE,Kouyaté,1
Quenotte,Azamati,0
Koffi-Doe,Kouyaté,1
Camille,Agbodeka,0
Amenyo,Kouadio,0
Laure,Hansen,0
Théo,Weber,1
James,Sylla,1
Giuseppe,Takahashi,1
Pascal,Wang,1
Samuel,Sagna,1
Gildas,Baah,1
Kouadio,Djondo,1
Kwame,Amekudzi,1
Chike,Ayigbe,1
Zinsou,Hounnou,1
Abiré,Davis,0
Essonani,Moussa,1
Zoe,Russo,0
Jacqueline,Akoto,0
Dzidzor,Brown,0
Adeline,Ahove,0
Adeyemi,Ofori-Atta,1
Rosalie,Nayo,0
Dmitry,Sarr,1
Régis,Batali,1
Valerie,Sato,0
Maïwenn,Ackah,0
Zara,Ayigbe,0
Gifty,Bangoura,0
Boevi,Gonzalez,1
Skylar,Durand,0
Juliette,Miller,0
Laura,Amekudzi,0
Wenceslas,Akoto,1
Essonani,Rodriguez,1
Afi,Müller,0
Gbenga,Rodriguez,1
Henri,Diabre,1
James,Simon,1
Cédric,Kowalski,1
Yawa,Garcia,1
Remi,Schneider,1
Estelle,Asamoah,0
Daniel,Akoto,1
Cecilia,Sato,0
Grace,Andersen,0
Dodji,Lefebvre,1
Franck,Miller,1
Thierry,Wang,1
Cécilia,Akakpo,0
David,Miller,1
Marguerite,Andersen,0
Diego,Batali,1
Victor,Pereira,1
Denis,Agbodeka,1
Violet,Nyaku,0
Théo,Ocloo,1
Juan,Ferreira,1
Beatrice,Azamati,0
Hubert,Ahove,1
Hans,Tchamye,1
Michel,Novak,1
Ekoue,Akakpo-Doe,1
Ama,Silva,0
Emeka,Ayigbe,1
Gbenga,Amekudzi,1
Ximena,Agbozo,0
Téléky,Avoseh,1
Edem,Moussa,1
Marco,Kouadio,1
Kwesi,Wang,1
Adeyemi,Gonzalez,1
Luis,Ferreira,1
Xaviera,Patel,0
Ursula,Zouma,0
Ava,Mensah,0
Ama,Suzuki,0
Alice,Amevor,0
Fatoumata,Akakpo-Doe,0
Sébastien,Amegashie,1
Serena,Takyi,0
Ophelie,Danquah,0
Koku,Quist,1
Delphine,Azamati,0
Komivi,Durand,1
Lise,Toure,0
Donald,Martinez,1
Kodjovi,Nyavor,1
Gildas,Takyi,1
Bassooma,Liu,1
Yaa,Akoto,0
Isabella,Sharma,0
Ekoue,Zongo,1
Sylvain,Akoto,1
Yaa,Opoku,0
Tunde,Davis,1
Yolande,Durand,0
Giselle,Zoungrana,0
Julia,Leroy,0
Wenceslas,Obodai,1
Koffi-Doe,Togbe,1
Luís,Liu,1
Yawa,Amouzou,1
Bèni,Dogbe,1
Samira,Gnama,0
Chloe,Sylla,0
Riley,Novak,0
Audrey,Sylla,0
Brooklyn,Tetteh,0
LARE,Ayite,1
Bèni,Soglo,1
Tania,Pereira,0
Akua,Rodriguez,0
Mark,Amevor,1
Yves,Obodai,1
Christopher,Moussa,1
Giselle,Kowalski,0
Akosua,Attipoe,0
Penelope,Silva,0
Mahmoud,Baah,1
Véronique,Agyeman,0
Odon,Awuku,1
Raoul,Takyi,1
Donald,Kouassi,1
Elena,Mensah,0
Michael,Osei,1
Ulysse,Clark,1
Joshua,Nyavor,1
Sébastien,Togbe,1
Sebastian,Zouma,1
Delphine,Atsu,0
Folly,Rossi,1
Joelle,Gonzalez,0
Amenyo,Davis,0
Donald,Leroy,1
Eliana,Durand,0
Andrew,Esposito,1
Thomas,Taylor,1
Anna,Rossi,0
Mansan,Gnama,0
Ravi,Gnama,1
Fatoumata,Bakari,0
Maëlle,Sharma,0
Amelia,Novak,0
Antoine,Diawara,1
Helene,Atsu,0
Romain,Dossou,1
Leah,Suzuki,0
Quenotte,Gbedemah,0
Cheikh,Kowalski,1
Akua,Larsson,0
Laurent,Tanaka,1
Paul,Garcia,1
Beatrice,Brown,0
Aleksandr,Müller,1
Aurelie,Khan,0
Liliane,Aidoo,0
Zacharie,Ferrari,1
Quintine,Patel,0
William,Morquette,1
Sven,Hansen,1
Zoe,Amegantse,0
Nathalie,Miller,0
Akowé,Rossi,1
Pedro,Amevor,1
Akosua,Ayigbe,0
Chen,Zongo,1
Nana,Diawara,0
Giuseppe,Foli,1
Philippine,Gupta,0
Ursula,Andersen,0
Grace,Jones,0
Anthony,Khan,1
Thomas,Bangoura,1
Florence,Pereira,0
Essonani,Owusu,1
Violette,Johnson,0
Joséphine,Tetteh,0
Riley,Martinez,0
Fiona,Kouassi,0
Gabriella,Diabre,0
Komla,Bangoura,1
Komla,Pereira,1
Diane,Gbedemah,0
Ellie,Sokpor,0
Dmitry,Martinez,1
Ivan,Ofori,1
Odette,Moussa,0
Aaliyah,Ferreira,0
Ursula,Zoungrana,0
Mensah,Petrov,1
Togbe,Watanabe,1
Luc,Leroy,1
Jacques,Moussa,1
Sophia,Tetteh,0
Penelope,Danquah,0
Sylvain,Zoungrana,1
Baptiste,Ocloo,1
Noémie,Batali,0
Hubert,Asamoah,1
Zoe,Awuku,0
José,Nkrumah,1
Irene,Amekudzi,0
Abigail,Sokpor,0
Yannick,Tchamye,1
Cheikh,Garcia,1
Fiosron,Diabre,0
Emeka,Attipoe,1
Afi,Santos,0
Wei,Agbodeka,1
Delphine,Batali,0
Valentin,Adomako,1
Tania,Darko,0
Carlos,Nyavor,1
Segun,Rodriguez,1
Théo,Koffi,1
Akosua,Gupta,0
Eliana,Chen,0
Océane,Williams,0
Natalie,Bangoura,0
Damien,Davis,1
Christophe,Ferreira,1
Odile,Leroy,0
Cédric,Lawson,1
Azhar,Johnson,1
Eliana,Clark,0
Afi,Amekudzi,0
Ariana,Silva,0
Robert,Obodai,1
Ophelie,Avoseh,0
Agbeko,Quist,1
Bèni,Nyavor,1
Jin,Wilson,1
Hassan,Li,1
Komivi,Schmidt,1
Maïwenn,Zhang,0
Henri,Esposito,1
Téléky,Togbe,1
Bassooma,Adomako,1
Élodie,Amevor,0
Gildas,Anani,1
Fiosron,Agbobli,0
Clement,Sokpor,1
Helena,Müller,0
Laurent,Bangoura,1
Coralie,Tchamye,0
Mansan,Zoungrana,0
Madison,Soglo,0
Bassooma,Fischer,1
Sabrina,Martinez,0
Atsuko,Obodai,0
Émilie,Atsu,0
Paulin,Patel,1
Serena,Johansson,0
Noémie,Zoungrana,0
Odette,Adzaho,0
Paul,Agbobli,1
Wendy,Garcia,0
Juan,Bangoura,1
Brooklyn,Ofori,0
Savannah,Rossi,0
Queen,Ferrari,0
Innocent,Ivanov,1
Sarah,Nkrumah,0
Noah,Esposito,1
Vijay,Traoré,1
Simone,Tchamye,0
Aria,Fischer,0
Boevi,Zouma,1
Ariana,Andersen,0
Kodjo,Bangoura,1
Élise,Amouzou,0
Abdel-Aziz,Bakari,1
Tania,Li,0
Mansan,Sylla,0
Méyébinesso,Diawara,1
Gabriella,Leroy,0
Gifty,Wang,0
Gabriella,Sagna,0
Chen,Sarr,1
Cécilia,Danquah,0
Odette,Koulibaly,0
Kwaku,Osei,1
Nicolas,Awuku,1
Beatrice,Wang,0
Ilétou,Nayo,0
Roseline,Amevor,0
Katia,Zouma,0
Katia,Moussa,0
Wenceslas,Bangoura,1
Mansan,Atsu,0
Paolo,Brown,1
Bella,Amekudzi,0
Bèni,Hansen,1
Isidore,Hounnou,1
Christophe,Khan,1
Fatoumata,Diallo,0
Thomas,Jones,1
Quenotte,Darko,0
Karine,Schmidt,0
Estelle,Koffi,0
François,Garcia,1
Fiona,Wang,0
Zoé,Mensah,0
Lise,Opoku,0
Jacqueline,Khan,0
Lily,Asamoah,0
Donald,Akakpo,1
Lily,Adomako,0
Fabrice,Adzaho,1
Arnaud,Simon,1
Ezechiel,Gupta,1
Abdel-Aziz,Müller,1
Willy,Lopez,1
Jean-Pierre,Johnson,1
Scarlett,Hounnou,0
Rosalie,Takyi,0
Camila,Gupta,0
Addison,Andersen,0
Sébastien,Tetteh,1
Ivan,Ofosu,1
Lise,Wilson,0
Addison,Attipoe,0
Océane,Akakpo-Doe,0
Ditoma,Bakari,1
Rebecca,Watanabe,0
Valerie,Ahove,0
Savannah,Weber,0
Matthew,Garcia,1
Emmanuel,Darko,1
Léa,Adomako,0
Odon,Sarr,1
Fiona,Miller,0
Michael,Durand,1
Michel,Agyeman,1
Théo,Fischer,1
Yao,Kouassi,1
Chen,Baah,1
Abdel-Aziz,Brown,1
Innocent,Amouzou,1
Théo,Baah,1
Fatoumata,Bangoura,0
Elise,Boateng,0
Awura,Amekudzi,0
Hans,Ahove,1
Perrine,Ofori,0
Pascal,Moussa,1
Miguel,Taylor,1
Odile,Simon,0
Rebecca,Koffi,0
Kossi,Toure,1
Zinnia,Nyaku,0
Kafui,Ackah,0
Afia,Davis,0
Louis,Baah,1
Sarah,Gbikpi,0
Yawa,Attipoe,1
Sophia,Patel,0
Simone,Morquette,0
Miguel,Adzaho,1
Abdoulaye,Dossou,1
Clara,Gupta,0
Pierrette,Pereira,0
Amouzou,Owusu,1
Youssef,Fischer,1
Fiifi,Müller,1
Paul,Dossou,1
Amouzou,Amouzou,1
Marine,Osei,0
Michael,Watanabe,1
Sébastien,Abliza,1
Abdel-Aziz,Toure,1
James,Koffi,1
Andrew,Silva,1
Noah,Morquette,1
Fiosron,Ayigbe,0
Sebastian,Avoseh,1
Komla,Agbobli,1
Catherine,Amegantse,0
Awura,Darko,0
Téléky,Hansen,1
Anani,Batali,1
Paolo,Ivanov,1
Quintina,Diawara,0
Lily,Sharma,0
Thomas,Osei,1
Yves,Anani,1
Raoul,Ferreira,1
Eloise,Kouassi,0
Lily,Wang,0
Elise,Takyi,0
Hortense,Tanaka,0
Emma,Takahashi,0
Mazamesso,Boateng,1
Charles,Ackah,1
Blandine,Leroy,0
Charles,Aidoo,1
Patrick,Amevor,1
Katherine,Nayo,0
Yao,Lawson,1
Wendie,Lopez,0
Gbenga,Sokpor,1
Mawusi,Wilson,0
François,Owusu,1
Karine,Baah,0
Paolo,Bangoura,1
Vera,Koulibaly,0
Akakpo,Durand,1
Yawa,Mensah,1
Etienne,Clark,1
Katherine,Amegantse,0
Pascal,Larsson,1
Quintina,Owusu,0
Harper,Sylla,0
Kenneth,Zhang,1
Médar,Darko,1
Baptiste,Avoseh,1
Leah,Diallo,0
Valerie,Simon,0
Éric,Fischer,1
Xavier,Mensah,1
Abena,Hounnou,0
Stéphane,Nyaku,1
Mawuli,Aidoo,1
Agbeko,Gupta,1
Raoul,Suzuki,1
Zelda,Weber,0
Wanda,Tchamye,0
Emmanuel,Ivanov,1
Folly,Agbozo,1
Lars,Tanaka,1
Amit,Mensah,1
Denis,Zoungrana,1
Mireille,Bakari,0
Yolande,Tetteh,0
Amandine,Bakari,0
Dela,Togbe,1
Akossiwa,Li,0
Joseph,Asamoah,1
Ditoma,Weber,1
Paisley,Lefebvre,0
Élise,Gnama,0
Violette,Nayo,0
Dodji,Soglo,1
Aleksandr,Traoré,1
Danielle,Wang,0
Alain,Silva,1
Joseph,Li,1
Henri,Andersen,1
Nadine,Nyaku,0
Giuseppe,Watanabe,1
Valentin,Rossi,1
Skylar,Kouyaté,0
Stella,Takahashi,0
Rachelle,Santos,0
John,Owusu,1
Wendy,Kowalski,0
Juan,Kouyaté,1
Élise,Moussa,0
Diane,Danquah,0
Helena,Diabre,0
Innocent,Leroy,1
Adjoa,Schmidt,0
Christopher,Gbikpi,1
Coralie,Osei,0
Serge,Lawson,1
Patience,Opoku,0
Emily,Adzaho,0
Lise,Diabre,0
IDRISSOU,Morquette,1
Aaliyah,Lopez,0
Philippe,Rodriguez,1
Romain,Moussa,1
Quentin,Santos,1
Queen,Akakpo,0
Xenia,Schneider,0
Yōsuke,Obodai,1
Afia,Bangoura,0
Samira,Tchamye,0
Zoé,Martinez,0
Nora,Novak,0
Abiré,Takahashi,0
Peter,Asamoah,1
Thomas,Obodai,1
Genesis,Lefebvre,0
John,Gnama,1
Hussein,Johansson,1
Antoine,Esposito,1
Azhar,Larsson,1
Rebecca,Zhang,0
Elise,Azamati,0
Valentine,Sarr,0
Catherine,Jones,0
Karine,Morquette,0
François,Petrov,1
Ayouba,Togbe,1
Odon,Tchamye,1
Anthony,Sylla,1
Ilétou,Aidoo,0
Clémence,Djondo,0
Natalie,Gbikpi,0
Tunde,Danquah,1
Emily,Akakpo-Doe,0
Clémence,Zoungrana,0
Gifty,Sarr,0
William,Akakpo-Doe,1
Eloise,Awuku,0
Catherine,Dzokoto,0
Pascale,Schneider,0
Efia,Batali,0
Didier,Schmidt,1
Olivia,Novak,0
Abigail,Ansah,0
Peter,Diallo,1
Georges,Hounnou,1
Folly,Togbe,1
Kevin,Moussa,1
Yawa,Foli,1
Fiifi,Khan,1
Christophe,Kouassi,1
Sylvain,Fischer,1
Hannah,Esposito,0
Alain,Ofori,1
Tiphaine,Azamati,0
Serena,Larsson,0
Abdoulaye,Lefebvre,1
Willy,Tetteh,1
Gabriella,Amekudzi,0
Dzidzor,Lopez,0
Mansan,Aidoo,0
Yvette,Clark,0
Quintina,Patel,0
Isabelle,Moreau,0
Pascal,Owusu,1
Mila,Zongo,0
Eloise,Simon,0
Leah,Opoku,0
Grace,Johnson,0
Lilou,Foli,0
Joseph,Abliza,1
Ilétou,Avoseh,0
Aline,Singh,0
Justine,Gnama,0
Fabrice,Khan,1
Youssef,Takyi,1
Catherine,Taylor,0
Anthony,Tanaka,1
Katia,Ferrari,0
Franck,Ofori-Atta,1
Gifty,Ivanov,0
Allison,Johansson,0
Viviane,Sagna,0
Xaviera,Wilson,0
Baptiste,Agyeman,1
Anthony,Miller,1
Yvette,Atsu,0
Cécilia,Toure,0
Ulysse,Tetteh,1
Luc,Singh,1
Valentine,Avoseh,0
Baptiste,Suzuki,1
Joseph,Koffi,1
Fleur,Azamati,0
Isidore,Ayigbe,1
Akua,Petrov,0
Ama,Koulibaly,0
Edem,Gbikpi,1
Kossi,Tetteh,1
Andrew,Watanabe,1
Ravi,Zouma,1
Ella,Esposito,0
Ursule,Amegantse,0
Dzidzor,Smith,0
Éléonore,Mensah,0
Jacqueline,Moreau,0
Zinsou,Zongo,1
Rosalie,Andersen,0
Anaïs,Agbobli,0
Lucie,Ayite,0
Takashi,Kouadio,1
Remi,Ofosu,1
Katia,Brown,0
Xenia,Ocloo,0
Margot,Asamoah,0
Cécilia,Nayo,0
Koffi-Doe,Darko,1
Willy,Ahove,1
Ade,Awuku,1
Layla,Diawara,0
Natalie,Awuku,0
Xaviera,Esposito,0
Wanda,Ackah,0
Ade,Darko,1
Vera,Zhang,0
Jean-Pierre,Soglo,1
Chen,Leroy,1
Camila,Ferreira,0
Jean-Pierre,Kouyaté,1
Carlos,Ferrari,1
Peter,Bangoura,1
Justine,Batali,0
Togbe,Sarr,1
Efua,Zoungrana,0
Jocelyn,Zhang,1
Kokou,Ahove,1
Yolande,Takahashi,0
Carlos,Koffi,1
Komla,Johnson,1
Élise,Petrov,0
Atsuko,Amegashie,0
Gbenga,Brown,1
Esso,Azamati,1
Folly,Koulibaly,1
Ursula,Lopez,0
Lydia,Darko,0
Abdel-Aziz,Li,1
Julien,Taylor,1
Willy,Tanaka,1
Wendy,Alassani,0
Louis,Sylla,1
Fiona,Takahashi,0
Michael,Bakari,1
Sabrina,Moussa,0
Sophia,Gbikpi,0
Esso,Batali,1
Marguerite,Schmidt,0
Akosua,Ahove,0
Lucie,Abliza,0
